id,tweet,new_tweet,user_mentions,n_hash_tags,n_urls,n_emojis,subtask_a,subtask_b,subtask_c,new_tweet_length,original_tweet_length
92966,11:11  Harry Potter reunion Ariana to be happy and safe Love Happiness for me and my friends Gun control @USER to notice me @USER to follow meee Cure for cancer now please Bye anxiety  Lion to get rid of depression  Hug Lion,11 11 harry potter reunion ariana happy safe love happiness friends gun control notice follow meee cure cancer please bye anxiety lion get rid depression hug lion,2,0,0,0,NOT,,,27,42
63880,@USER Horrible.,horrible,1,0,0,0,OFF,TIN,GRP,1,2
43880,@USER she is the cutest ever!!! 😭😭 thank you honey!!!,cutest ever thank honey,1,0,0,1,NOT,,,4,10
92791,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I think he's a comrade URL,think he s comrade,11,0,1,0,NOT,,,4,17
37203,@USER @USER Same Kamau Bell who spoke to ANTIFA and helped incite them to riot a year ago?,kamau bell speak antifa help incite riot year ago,2,0,0,0,NOT,,,9,18
74078,@USER Its @USER fault..she is cheat,fault she cheat,2,0,0,0,NOT,,,3,6
86892,@USER @USER She is in our prayers.,prayers,2,0,0,0,NOT,,,1,7
90618,@USER @USER #nope... With Mm no way...maybe is time to ask Sky what has gone wrong? Because #Foster from CNN have the book first than KP tweeted about the book...  Liberals... From Trump for Americans to Mm for British... I don't known who is worst,nope mm no way maybe time ask sky go wrong foster cnn book first kp tweet book liberals trump americans mm british not know worst,2,2,0,0,OFF,TIN,GRP,25,45
90731,@USER @USER @USER @USER Antifa gets to stay on twitter but the proud boys are banned. Life isn't fair. Don't be a victim.,antifa get stay twitter proud boys ban life not fair not victim,4,0,0,0,NOT,,,12,23
26495,@USER But but but ..... But like her music sucks!,like music suck,1,0,0,0,OFF,TIN,IND,3,10
23916,@USER @USER The left doesn’t care. They victimize women and minorities for political gain. Same story different democrat. #libtards #walkaway #maga,leave not care victimize women minorities political gain story different democrat libtards walkaway maga,2,3,0,0,OFF,TIN,GRP,14,21
31261,@USER Oyela please I won yesterday... You are yet to credit my account oh,oyela please yesterday yet credit account oh,1,0,0,0,NOT,,,7,14
41830,Kyky do u love me ? Are u in Anfield ? Putain la cliiimmmm #LIVPSG,kyky u love u anfield putain la cliiimmmm livpsg,0,1,0,0,NOT,,,9,15
52155,"@USER @USER @USER @USER @USER Also.  These antifa"" and from hence shall be referred to as anqueefa by mesel.  They pretty much all live with Mommy.  In the basement which is why they wear masks.  Then mommy can't ground em""",also antifa hence shall refer anqueefa mesel pretty much live mommy basement wear mask mommy not grind em,5,0,0,0,NOT,,,18,40
58462,I did not know this.  Great job #california !  #MAGA URL,not know this great job california maga,0,2,1,0,NOT,,,7,11
79752,@USER @USER This from a woman that had spy by her side for twenty years and did nothing vote her gone oh wright she is gone even her party not supporting her vote red,woman spy side twenty years nothing vote go oh wright go even party not support vote red,2,0,0,0,NOT,,,17,34
70428,@USER @USER Yes it does. She should be made to resign.  #MAGA,yes do make resign maga,2,1,0,0,NOT,,,5,12
22835,@USER we are done debating. we win debates all the time and you liberals win by doing what you want in govt and elsewhere. We are going to defeat you in every way you defeated us now. Be prepared.,do debate win debate time liberals win want govt elsewhere go defeat every way defeat us now prepare,1,0,0,0,NOT,,,18,39
87273,@USER More like what I’m missing... lmao I’m just bitter about being ignored yet again and I’m ignoring her because that’s what I’m like but it’s so hard not to message her 😭,like miss lmao bitter ignore yet ignore like hard not message,1,0,0,1,NOT,,,11,33
79021,"@USER Our Republic was in crisis.  We the people elected the only man who could give us a chance to save it from the likes of Socialist Democrats, ANTIFA, Mob rule, and your resistance"".  Tread carefully with your words as you are now dangerously close to seditious conspiracy.""",republic crisis people elect man could give us chance save like socialist democrats antifa mob rule resistance tread carefully word dangerously close seditious conspiracy,1,0,0,0,NOT,,,24,48
29114,@USER God I hope not,god hope not,1,0,0,0,NOT,,,3,5
24567,@USER @USER Funny how so many liberals throw around the word bigot when someone has a different opinion. URL,funny many liberals throw around word bigot someone different opinion,2,0,1,0,NOT,,,10,19
40193,@USER @USER @USER DAVID BIRNBAUM::::The INVISIBLE MAN…EXCEPT AT ELECTION TIME. EXACTLY WHAT IS WORST ABOUT THE LIBERALS…ARROGANCE &amp; COMPLACENCY. DID I MENTION ARROGANCE &amp; CONTEMPT FOR THE ELECTORS?,david birnbaum the invisible man except election time exactly worst liberals arrogance amp complacency mention arrogance amp contempt electors,3,0,0,2,OFF,TIN,IND,19,28
74923,"@USER So the whole Republican for gun control"" nonsense can finally be laid to rest?""",whole republican gun control nonsense finally lay rest,1,0,0,0,NOT,,,8,15
85007,@USER @USER He is! It's his first regression too XD,be first regression xd,2,0,0,0,NOT,,,4,10
97580,@USER @USER Wonder how many children he molested,wonder many children molest,2,0,0,0,OFF,TIN,IND,4,8
71334,@USER Then tell your pal Soros to stop funding hate groups like antifa,tell pal soros stop fund hate group like antifa,1,0,0,0,NOT,,,9,13
96378,@USER @USER PROUD OF YOU SWEET ❤️,proud sweet,2,0,0,1,NOT,,,2,7
96270,@USER @USER @USER @USER Antifa = Democrats = Dixiecrats = KKK URL URL,antifa democrats dixiecrats kkk,4,0,2,3,NOT,,,4,13
26387,@USER Doubt he is losing much sleep over it. The guy has been a busted flush for 30 years,doubt lose much sleep it guy bust flush 30 years,1,0,0,0,OFF,UNT,,10,19
10085,@USER @USER Conversely you apparentl don't care about kids unless they are shot at school &amp; can be used to promote gun control. Funny that AR you hate so much is used to kill far less people than criminals do with their arms and legs. When do you start calling for everyone to be dismembered?,conversely apparentl not care kid unless shoot school amp use promote gun control funny ar hate much use kill far less people criminals arm legs start call everyone dismember,2,0,0,0,OFF,UNT,,29,55
65156,@USER @USER Even Kavanaugh said Roe v Wade is a settled law. She is spewing a narrative that does not exist. Trump also said the same.,even kavanaugh say roe v wade settle law spew narrative not exist trump also say same,2,0,0,0,OFF,TIN,IND,16,26
62338,"@USER @USER @USER Andy, you literally went on vacation right after making that pressing"" announcement. You're a joke and this is why real conservatives are turning to Bernier""",andy literally go vacation right make press announcement joke real conservatives turn bernier,3,0,0,0,NOT,,,13,28
15466,@USER @USER It is troubling to me that the top 2 Trump haters are Diane Feinstein &amp; Dick Schumer. The Jewish hatred for this country &amp; Conservatives &amp; Israel  is palpable. I am embarrassed by them.,trouble top 2 trump haters diane feinstein amp dick schumer jewish hatred country amp conservatives amp israel palpable embarrass them,2,0,0,0,NOT,,,20,36
44357,@USER @USER Companies used to remove execs who are emotionally disturbed. An ED exec can't be trusted to be a leader of people. I guess no longer.,company use remove execs emotionally disturb ed exec not trust leader people guess no longer,2,0,0,0,NOT,,,15,27
67798,@USER @USER thank god for the PPC party eh true conservatives who believe in getting out of the Paris accord and dropping supply and demand on Dairy,thank god ppc party eh true conservatives believe get paris accord drop supply demand dairy,2,0,0,0,NOT,,,15,27
23522,@USER He was almost....ALMOST as bad as Obama!,almost almost bad obama,1,0,0,0,OFF,TIN,IND,4,8
98130,@USER Seriously?! Do you really believe your own crap? Why don’t you just move on if she is so offensive. This ugly side to you is very unbecoming😞,seriously really believe crap not move offensive ugly side unbecoming,1,0,0,1,OFF,TIN,IND,10,28
57039,@USER M'eh.. I bet you are easily the prettiest thing there! 😉😁,m eh bet easily prettiest thing there,1,0,0,1,NOT,,,7,12
25689,@USER Hey @USER why don’t you just leave then? It’s ok we’ll be ok without you. Let us know how much better things are where you end up.,hey not leave then ok ok without you let us know much better things end up,2,0,0,0,NOT,,,16,28
75594,@USER If it doesn’t have m&amp;m’s it’s not trail mix. You are kicking ass and doing awesome. Keep it up!!!,not m amp m not trail mix kick ass awesome keep up,1,0,0,0,OFF,TIN,IND,12,20
10642,@USER @USER Keith did you talk about ANTIFA &amp; your support? URL,keith talk antifa amp support,2,0,1,0,NOT,,,5,12
72727,@USER His fruits comes not only from his mouth; he is a liar and a deceiver. He is definitely NOT a Catholic — he likes to re-form the Church to his own image.,fruit come not mouth liar deceiver definitely not catholic like re form church image,1,0,0,1,OFF,TIN,IND,14,33
75815,@USER @USER Damn straight he is. Nothing but good vibes coming through November 💯💯💯👍🏼👍🏼👍🏼,damn straight be nothing good vibes come november,2,0,0,1,OFF,UNT,,8,14
82108,@USER He doesn’t know if he should slam Manifort or suck up to him. He doesn’t know if he should worry about Junior and Kushner or not. He is mad as hell but knows that he can’t just fire Mueller so he is busy puking in the bathroom now that he understands that asset seizure is a thing,not know slam manifort suck him not know worry junior kushner not mad hell know not fire mueller busy puke bathroom understand asset seizure thing,1,0,0,0,OFF,TIN,IND,25,58
83989,@USER I hope he is found #! Best wishes to you and your family!,hope find best wish family,1,1,0,0,NOT,,,5,14
78064,@USER Principled conservatives are #Hypocrickets,principled conservatives hypocrickets,1,1,0,0,NOT,,,3,5
17535,"@USER Not gonna have much choice when people keep waking up and start voting against you. What exactly is an antifa meeting?  Can you describe what and antifa"" is?""",not gon na much choice people keep wake start vote you exactly antifa meet describe antifa be,1,0,0,0,NOT,,,17,29
65856,@USER @USER So I'm not sure she is a woman for one mostly men throw out insults like that to each other or mean ugly feminist cat women with penis envy,i m not sure woman one mostly men throw insult like mean ugly feminist cat women penis envy,2,0,0,0,OFF,TIN,GRP,18,31
75515,@USER This is another attempt from the Democratic liberals to bash a judge this didn't come out any other time and since it's many years ago she should have to prove it and I still think they should have that vote also there a Democrat running for mayor and he paid his girlfriend,another attempt democratic liberals bash judge not come time since many years ago prove still think vote also democrat run mayor pay girlfriend,1,0,0,0,NOT,,,23,53
41074,@USER @USER You are on the wrong side of gun control but then you already knew that.,wrong side gun control already know that,2,0,0,0,NOT,,,7,17
76206,"@USER @USER @USER @USER @USER @USER @USER @USER @USER And by the way - You're response is a perfect example of Liberal Deflection. MOPE, def. be dejected and apathetic"". Exactly what Liberals have been since Clinton lost.""",way response perfect example liberal deflection mope def deject apathetic exactly liberals since clinton lose,9,0,0,0,NOT,,,15,37
42014,@USER So true...she is so busy pointing the finger she forgot what's important!,true she busy point finger forget what s important,1,0,0,0,NOT,,,9,13
